Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bhutan,BTN,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.4028761,350.1262576,347.2196981,376.4839881,374.9147047,370.9457552,420.6791122,512.191599,557.0825319,528.4584196,564.7796094,467.6971074,469.1989755,441.6848238,509.1240695,566.8576986,584.3791582,663.3288565,667.9136239,725.1247411,718.1878307,764.4366074,845.5102797,962.0969037,1068.421776,1228.441824,1330.965297,1757.182568,1828.149233,1819.213401,2258.183141,2563.257527,2538.945901,2472.714308,2652.214588,2752.664208,2930.562989,3286.574703,3243.486036,3316.175714,0
Botswana,BWA,"GDP per capita, total",SP.GDP_PC.TOTL,60.49251408,64.17651509,68.05021904,71.10736827,75.95550255,81.77028638,89.9784517,100.4061749,110.9784564,126.5449273,153.3261344,196.4231201,247.7290897,353.8554018,428.1918429,479.085477,483.1432021,564.131125,709.189338,947.7528545,1181.603341,1154.18354,1054.038432,1176.812446,1202.976002,1042.242677,1253.560959,1701.675186,2203.657632,2477.975358,2945.83204,2972.726711,3040.960403,2973.380401,2970.122567,3219.912051,3221.67621,3258.980312,3039.970731,3405.812598,3522.308678,3278.00825,3190.615453,4330.9449,5073.53765,5513.327998,5521.999631,5832.733941,5713.534983,5255.768461,6434.815723,7617.325159,7050.573472,7224.965281,7780.653384,6799.870178,7243.870253,7893.232533,8279.601739,7961.325181,0
Central African Republic,CAF,"GDP per capita, total",SP.GDP_PC.TOTL,74.68734694,80.68758789,80.21260827,81.91816857,88.29022557,91.83037465,94.3982357,95.89670849,109.9461625,105.7076361,104.4127659,109.4532998,123.3109153,143.1156197,146.2276153,193.3549821,225.9135139,248.6854236,292.4698688,327.3413778,362.4006431,306.8321038,320.4306554,273.5019497,257.3536366,340.2015228,432.0124238,453.7455328,469.5293412,449.3990594,513.3052851,478.5029441,477.1223241,419.8025661,271.5056708,346.1088407,304.6312596,276.4212701,278.3313409,280.908819,251.2068774,250.3570114,260.7455273,293.6618516,320.7374604,331.1629242,354.67138,404.373965,464.5614221,474.7054086,488.4214018,551.7500966,565.800697,380.2981676,424.4487514,377.4230016,402.1912906,450.900245,475.9536098,467.9074407,0
Canada,CAN,"GDP per capita, total",SP.GDP_PC.TOTL,2259.294286,2240.433039,2268.585346,2374.498448,2555.111146,2770.361804,3047.106147,3217.159294,3462.678872,3763.953379,4121.932814,4520.162878,5089.595982,5838.667172,7033.024291,7511.21006,8809.283215,8919.050843,9123.696861,10043.65672,11170.57105,12337.47174,12481.8937,13425.13385,13877.93433,14114.78843,14461.07202,16308.97672,18936.95099,20715.6409,21448.37818,21768.33674,20879.85928,20121.16955,19935.37182,20613.80073,21227.33443,21829.23611,20952.0602,22238.66451,24190.23435,23738.18788,24169.29498,28200.645,32034.40881,36266.24978,40386.0174,44543.12647,46594.41459,40772.97217,47447.88316,52087.50736,52678.40944,52652.63581,50893.35614,43585.5253,42322.39577,45148.60595,46313.10064,46194.84149,0
Central Europe and the Baltics,CEB,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373.275929,2205.007471,2358.056229,2482.30847,2812.166128,3578.616468,3793.63713,3745.608299,4106.195682,3986.193005,3946.838067,4352.339045,4936.043653,5943.43682,7171.17177,8356.271512,9474.959749,12012.38413,14585.45272,12304.52438,12608.6167,13910.47163,13014.72903,13712.64976,14154.14573,12513.23313,12822.36281,14244.88211,16037.52385,16300.77323,0
Switzerland,CHE,"GDP per capita, total",SP.GDP_PC.TOTL,1787.360348,1971.316323,2131.391652,2294.182847,2501.29319,2620.475547,2784.733548,2960.722586,3121.889031,3344.783602,3927.286533,4694.717166,5714.340897,7628.396446,8743.992718,10028.98721,10550.30092,11306.42445,15810.62985,17736.49923,18832.14377,17153.40426,17478.57911,17341.9437,16499.10391,16655.32006,23751.39219,29558.87957,31743.62915,30401.93702,38428.45207,38399.24188,39534.48865,38100.73556,41843.80583,48662.43876,46676.89501,40417.94319,41497.18122,40581.23813,37868.25347,38538.95252,41376.42004,48087.60756,53340.18979,54952.62612,57579.47625,63555.23295,72487.78223,69927.53328,74605.72385,88415.67373,83538.27833,85112.44296,86605.61712,82081.56191,80172.2085,80449.93753,82818.15279,81993.67638,0
Channel Islands,CHI,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40585.38258,42443.43233,43381.65784,41804.37091,44544.43344,48859.48302,56753.3862,58197.44938,63239.65383,74462.64674,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,"GDP per capita, total",SP.GDP_PC.TOTL,505.3492012,555.1339346,638.9452092,655.252476,678.1278758,670.3946418,772.7260539,753.1276343,756.9124806,870.3191152,932.8615692,1094.681042,1173.218505,1640.02938,1554.388548,719.5993613,961.4244253,1278.327926,1441.942086,1937.266572,2542.764252,2979.609422,2156.512699,1709.441352,1624.632237,1444.280374,1517.862565,1760.305423,2026.838545,2288.554941,2494.525669,2803.56209,3350.213845,3535.1736,4024.216932,5107.276802,5349.804127,5745.373795,5446.580613,4957.777884,5074.901624,4574.594421,4446.250505,4772.56282,6194.853107,7598.536736,9464.548726,10502.35645,10751.44997,10208.87724,12808.06089,14637.2407,15351.53293,15842.92116,14671.0176,13574.16708,13753.58695,14999.37278,15924.79321,14896.44544,0
China,CHN,"GDP per capita, total",SP.GDP_PC.TOTL,89.52054151,75.80583793,70.90941167,74.31364345,85.49855516,98.48677775,104.3245662,96.58953194,91.47271831,100.1299033,113.1629916,118.6545778,131.8840412,157.0900515,160.1399456,178.3423087,165.4050511,185.4227282,156.396647,183.9835708,194.8045066,197.0710897,203.3352171,225.432176,250.7144407,294.4588217,281.9280271,251.8119802,283.53803,310.8818665,317.8847501,333.141869,366.4609389,377.3895998,473.4925556,609.6567637,709.4139871,781.7442026,828.5779852,873.2892431,959.3749629,1053.111609,1148.508279,1288.644831,1508.670409,1753.42098,2099.228082,2693.967987,3468.306842,3832.234124,4550.450211,5618.132175,6316.918327,7050.649044,7678.612005,8066.976853,8147.954724,8879.431908,9976.664537,10216.60353,0
Cote d'Ivoire,CIV,"GDP per capita, total",SP.GDP_PC.TOTL,155.8998998,170.2427692,171.1281858,194.212629,226.2270418,217.60239,233.614639,238.3106974,271.8532879,277.9720143,285.2733698,297.2798584,331.6692964,429.4134483,501.5534975,607.2355699,694.3831438,891.6347292,1074.861862,1189.56979,1266.624192,1004.634133,863.3336296,747.7569179,717.8973662,703.5200826,888.5274599,942.9304786,924.3265787,848.2898393,905.3217159,848.7529099,870.4811773,832.2827452,605.2635872,774.671212,827.7620057,774.7276313,809.0126883,771.968406,651.3059068,664.7087345,719.9129843,871.6666494,922.8552223,931.2000256,949.9757266,1062.557639,1240.614829,1215.166785,1213.112645,1208.583026,1243.273487,1415.871758,1561.463655,1972.546108,2013.382462,2111.027076,2314.050681,2276.333279,0
Cameroon,CMR,"GDP per capita, total",SP.GDP_PC.TOTL,119.5191788,124.4267299,129.5441392,131.136413,138.6460281,141.012175,144.3800013,154.3314989,169.8124532,181.2807672,177.9209519,184.4623951,208.3754538,249.3641073,311.2194943,369.4472009,401.4130294,426.7946824,543.0211834,694.686285,781.8627923,859.1231094,798.8503936,780.6122171,799.5476484,809.093493,1021.709294,1146.435379,1128.019028,974.9912797,946.6464131,1024.424135,911.7414218,1204.762973,801.1617038,709.1148297,752.5250994,755.2397069,720.7969746,740.9965643,649.9918454,651.1009075,707.8875674,865.9581376,1009.94312,1011.880073,1062.137433,1194.06985,1371.746708,1314.706015,1286.515572,1405.094392,1354.545613,1465.638843,1542.620266,1327.503017,1364.33011,1425.107818,1534.493702,1507.450206,0
"Congo, Dem. Rep.",COD,"GDP per capita, total",SP.GDP_PC.TOTL,220.3140621,197.3913718,235.6334804,377.4298327,170.4669949,232.8111144,253.7592514,184.1303891,206.7149074,258.6065033,243.7497444,272.0653633,292.297084,362.8436478,430.7019839,446.9756574,409.5243296,509.0667073,615.978957,587.151722,546.1124374,463.671292,492.5325268,387.5077591,269.8426316,240.7880418,263.8313691,243.0047395,273.1278447,269.592892,270.1305434,268.0564628,220.3718557,275.8219735,144.5950827,135.7371468,134.9819243,138.9740464,138.5863064,102.5979776,405.216253,153.5910092,175.0099651,173.7961353,194.0399624,218.3861908,255.4330838,286.3304921,327.5637218,298.619682,334.0215726,387.0824654,424.6003861,457.9637283,486.7870819,497.3169608,471.3188404,467.0742375,557.0644183,580.7168672,0
"Congo, Rep.",COG,"GDP per capita, total",SP.GDP_PC.TOTL,129.3704635,145.406397,155.7382359,157.0558661,165.0094591,171.6456959,185.8917853,194.6612933,200.3951777,205.5335513,207.2227057,235.8358995,291.9750014,374.1264116,392.3210843,499.2032553,476.8513829,469.690525,523.910455,694.1764248,959.4264185,1088.974915,1146.304432,1080.822415,1098.441091,1051.871644,875.4508415,1058.228447,991.5173722,1042.049735,1187.551284,1124.901114,1178.023799,749.6348577,672.1631948,781.5235685,912.013988,810.0774919,660.4723725,774.7116899,1029.577037,869.0996913,916.584992,1028.413109,1326.596688,1835.609778,2155.407611,2265.849879,2904.12549,2345.568944,3076.561253,3562.216188,3922.868267,3884.847513,3754.195467,2461.49417,2074.970159,2191.220438,2577.701705,2279.969131,0
Colombia,COL,"GDP per capita, total",SP.GDP_PC.TOTL,251.0415229,274.0522642,289.9179457,274.3149576,328.6550321,307.6468601,281.5660485,293.6442641,292.2574962,307.9952102,335.1182036,355.4075174,385.1125209,448.0338172,525.5257298,544.2909066,623.428969,773.7458155,904.0106935,1061.848345,1241.639587,1323.376573,1386.672969,1348.804623,1304.177177,1165.042414,1142.939363,1165.982397,1232.226154,1218.21101,1445.32863,1456.694357,1697.112936,1893.542212,2284.838813,2539.912877,2620.538762,2827.392562,2566.024194,2209.93165,2520.481089,2439.682456,2396.627127,2281.401762,2782.634537,3414.460666,3741.102529,4714.077015,5472.537639,5193.24513,6336.707148,7335.169739,8050.248416,8218.345125,8114.341373,6175.881328,5870.777752,6376.712222,6716.913148,6428.676614,0
Comoros,COM,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689.4029685,618.2186977,562.8115823,570.1405503,534.6320911,553.6324028,763.3357852,896.116517,918.9021291,854.4780298,1043.800803,1000.558651,1047.979551,1008.029494,690.471731,838.1716841,810.5442344,726.0552078,718.1170892,723.1850927,645.8186908,680.9141471,747.9901759,937.714112,1061.079101,1069.025931,1114.948841,1240.100259,1393.211792,1344.728409,1316.498848,1447.963587,1403.34862,1505.349473,1513.83038,1242.60319,1273.058952,1323.81159,1415.955313,1370.148207,0
Cabo Verde,CPV,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.1392599,483.1285991,477.9230141,461.233852,431.2431893,441.8924505,602.1527908,732.5678353,811.3933565,807.5648308,908.0961897,923.7416128,1003.946473,1339.744217,1080.162304,1261.116157,1269.120577,1213.59984,1265.194782,1408.999608,1259.323656,1292.202785,1401.903732,1809.089926,2024.275248,2099.157484,2361.385133,3186.826891,3721.250949,3517.401246,3378.25486,3740.389098,3447.524041,3615.97904,3588.674053,3043.013984,3130.963385,3292.645754,3617.32749,3603.781792,0
Costa Rica,CRI,"GDP per capita, total",SP.GDP_PC.TOTL,381.3651146,355.0037769,334.3118143,344.3551201,352.3371137,372.278942,393.47901,412.237536,442.7785953,474.7947758,533.0915649,568.0955478,636.9053801,767.3302095,816.037262,936.3359288,1122.809722,1393.002411,1555.537664,1734.614988,2021.545396,1068.5046,1032.998642,1213.55412,1373.937714,1432.084911,1572.456703,1571.295033,1558.507447,1727.872098,1831.001912,2238.853644,2595.022523,2828.130172,3016.224348,3247.316987,3198.548672,3375.166341,3579.865884,3653.55272,3772.870011,3944.737613,4024.6519,4129.632791,4385.390719,4654.824822,5201.514095,6071.789164,6859.079022,6760.477515,8141.913127,9121.932518,9913.209959,10490.08133,10547.15186,11299.13554,11666.45591,11814.62657,12112.13442,12243.81143,0
Caribbean small states,CSS,"GDP per capita, total",SP.GDP_PC.TOTL,448.2562037,476.9004797,494.7361447,516.7419724,547.9501627,580.9454042,621.4341923,658.3522953,645.9262778,695.039413,755.1445593,811.1330572,925.525688,1000.857035,1285.486288,1485.165336,1511.872345,1736.745879,1759.825677,1999.196602,2461.645556,2683.657643,2940.215407,2942.729518,2778.882234,2722.838119,2466.30289,2633.115105,2775.615669,2827.694784,2997.323669,2945.295543,2874.376529,3078.922457,3208.619965,3507.903497,3799.495317,4417.546862,4686.458139,4933.027826,5250.375313,5374.084361,5600.423978,5945.87612,6459.590803,7255.011561,8201.23314,9054.865491,10225.38661,8578.705548,9253.213333,9920.892099,10187.27161,10306.63453,10376.28359,10083.96487,9518.183873,9767.970058,10187.21231,10500.9719,0
Cuba,CUB,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,653.4265032,779.7241411,901.3673042,1088.127565,1223.691087,1379.081695,1443.302131,1472.729582,1835.111536,2000.279985,2021.724225,2035.607642,2107.931793,2224.653263,2396.35414,2269.824994,2378.909555,2451.133476,2640.920454,2572.69047,2703.168039,2278.20868,2057.103404,2073.094865,2624.756793,2794.737268,2286.927382,2308.146195,2331.465648,2558.904794,2747.098575,2837.738018,2999.245244,3197.133754,3395.71205,3786.664795,4683.566155,5208.716073,5411.271418,5529.67036,5730.354775,6139.71933,6497.321113,6837.712892,7133.342095,7694.01192,8060.795886,8541.210673,8821.818891,0,0
Curacao,CUW,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20146.38641,20587.39736,20462.71795,20258.0097,19951.3279,19555.36585,19457.53152,19573.89265,19689.13982,0
Cayman Islands,CYM,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82783.59281,85433.03028,85186.75366,77399.02328,73351.75776,72328.41261,72783.31979,73515.89628,74990.43275,76280.48662,78465.35733,81302.12297,85975.02475,0,0
Cyprus,CYP,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.0038579,876.146643,1104.222943,1431.906139,1895.155492,3143.121624,3028.987459,3121.636799,3112.571186,3265.304914,3453.835026,4338.847268,5121.560414,5809.835238,6076.161151,7293.270048,7368.178409,8633.594162,8049.249765,8870.642961,11612.49785,11462.85184,10713.56131,11278.30427,11336.27088,10586.18716,10828.02974,11689.50738,14641.57283,17142.13714,17937.23157,19199.09322,22533.11187,25744.87015,23627.89678,23127.94821,24506.27702,22006.60892,20894.81865,20096.46052,17091.00833,17906.06335,19267.24566,21281.89944,20815.49791,0
Czech Republic,CZE,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3941.503094,2896.609131,3372.86543,3956.17835,4630.551217,5824.121291,6532.837055,6034.488437,6489.703619,6337.41912,6029.038193,6637.041657,8060.868703,9818.522625,11749.81007,13430.62374,15261.78825,18466.56726,22804.5309,19861.66901,19960.07412,21871.29148,19870.82792,20133.20561,19890.93566,17829.69354,18575.22554,20636.20553,23415.86886,23494.64264,0
Germany,DEU,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,2761.1611,3192.132907,3809.987265,5046.754825,5639.071489,6236.365018,6634.851114,7682.95073,9482.043062,11281.02106,12138.30994,10209.07241,9913.732036,9864.340803,9313.167825,9429.570671,13461.83905,16677.56082,17931.24105,17764.40899,22303.94613,23357.81775,26438.20934,25522.58287,27076.55612,31658.32152,30485.81032,26964.05406,27289.04992,26725.86487,23635.98537,23607.91464,25077.67901,30243.59267,34044.0781,34507.33534,36323.48764,41587.22351,45427.1781,41485.88879,41531.88436,46644.79343,43858.30158,46285.72134,47959.99136,41086.78226,42107.54153,44552.78937,47810.53751,46445.2063,0
Djibouti,DJI,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801.1727273,0,761.4703124,748.1952491,725.7425321,766.1409546,762.0113217,777.2623296,753.5201888,790.0322651,789.5517691,767.5003149,760.6350212,755.7616936,765.856135,768.1760768,780.9082226,791.3894782,818.8666298,863.2316124,904.7297488,967.6686229,1052.725652,1223.856861,1267.312801,1343.26873,1451.54298,1559.240651,2312.728803,2464.327842,2658.978753,2802.197052,2914.383857,3141.889219,3414.92487,0
Dominica,DMA,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624.6316368,769.078342,734.0105248,966.6815377,1090.273289,1193.653276,1324.667259,1478.071667,1632.381156,1863.454683,2113.927151,2402.906753,2617.779831,2860.43156,3122.789982,3317.90456,3466.386082,3721.347166,3861.179613,4120.418405,4291.692307,4593.714496,4750.612157,4787.780171,4883.723663,4771.040927,4897.44175,5217.230415,5160.224314,5518.399108,5952.056669,6469.145738,6902.857169,6967.266654,7065.061846,6848.394227,7016.676471,7318.103783,7596.435062,8080.968623,7274.721333,7693.878871,8110.568512,0
Denmark,DNK,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,2487.136181,2700.74629,2776.135391,3151.133161,3464.455156,3845.506089,4654.298936,6119.370222,6770.750027,7999.112667,8787.589722,9783.852021,11826.01861,13751.99895,13883.88714,12081.80105,11804.43289,11857.89214,11562.91908,12253.10021,17201.08881,21340.64518,22527.07663,21901.01146,26891.39085,27011.43783,29569.72717,27598.04711,29995.50534,35351.3881,35650.64827,32836.00672,33368.15467,33440.75941,30743.59654,30751.57177,33228.66309,40458.77118,46511.59779,48799.76352,52027.00913,58486.97724,64322.05644,58163.22189,58041.34807,61753.62243,58507.5181,61191.12395,62549.05001,53254.8439,54664.01071,57610.08711,61598.45044,60170.28632,0
Dominican Republic,DOM,"GDP per capita, total",SP.GDP_PC.TOTL,204.1147475,192.0277253,234.0516294,258.595853,272.9741462,229.0236773,245.9875454,250.9766942,254.0518576,281.3777977,330.1316526,360.15223,417.9197003,480.052968,583.4841886,699.6023237,748.9901948,848.2847896,854.6480877,969.4987321,1164.952626,1273.823436,1362.510445,1487.274869,1831.085303,780.3858658,928.0329521,865.8313685,783.0350589,955.5158728,991.6144242,1338.896045,1532.903224,1733.400455,1908.484755,2122.797665,2293.755246,2476.113441,2638.349479,2653.344011,2869.105861,2977.433818,3110.32509,2418.350422,2487.329061,3932.786568,4109.031363,4707.792532,5087.985365,5039.402596,5555.389722,5913.432072,6110.369652,6238.133608,6608.828102,6921.517229,7280.880109,7609.3388,8050.63044,8282.116359,0
Algeria,DZA,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,172.2459978,226.8999888,238.0485321,249.8834861,235.5981118,253.9236508,281.925745,302.7523067,336.2248556,341.3889873,442.3518782,554.7551249,817.9883085,936.7900257,1037.607038,1192.743888,1456.419396,1782.697981,2202.997365,2237.086325,2210.301928,2312.655619,2467.346422,2582.879589,2757.130524,2807.330297,2417.376683,2215.847558,2408.688815,1731.611274,1776.036674,1807.328548,1507.865318,1452.269445,1603.937921,1619.806224,1596.003714,1588.346522,1765.022198,1740.607011,1781.825546,2103.381822,2609.952823,3113.087759,3478.701378,3946.676925,4923.841241,3883.128491,4479.33296,5462.25075,5591.205644,5498.774886,5494.34076,4187.497365,3945.48608,4111.2901,4153.742021,3973.957341,0
East Asia & Pacific (excluding high income),EAP,"GDP per capita, total",SP.GDP_PC.TOTL,89.67780811,78.75644029,71.2188647,75.19380432,85.08728016,96.87123317,103.1480828,97.37261373,95.72539285,104.6019193,113.4615127,118.749123,131.3958327,161.5834664,178.3697259,196.6790604,196.1594685,223.0778206,212.592935,242.4114188,275.4908676,289.444637,298.6575734,308.1642866,329.2447398,355.0957702,348.2005922,337.9307368,368.3213584,391.4826975,412.9610589,441.4549795,487.83796,528.5205114,627.6112617,764.9855706,868.0296514,888.4952326,805.1687298,876.429081,956.6706744,1008.381582,1106.288744,1241.643553,1428.071575,1640.991002,1961.174273,2461.146124,3091.116118,3327.921139,4005.57123,4858.634843,5378.884816,5891.520311,6306.39257,6522.748009,6612.330067,7173.585941,7971.650813,8192.15001,0
Early-demographic dividend,EAR,"GDP per capita, total",SP.GDP_PC.TOTL,154.8066077,152.347258,154.4210194,159.8767424,179.1641707,189.6726068,182.5451314,187.1992982,197.76,215.5757086,223.763198,235.7341764,252.8911793,315.5056328,431.6360299,451.4975538,480.6258289,524.5264989,567.2101263,673.3186919,815.9331637,887.2206254,824.6643258,811.24268,784.512389,784.722346,771.5721275,756.4564222,787.3466207,782.0406588,896.6612772,929.5033884,998.788487,1071.575091,1101.308041,1108.518541,1183.839282,1241.854978,1204.390059,1251.433874,1338.814011,1302.006268,1242.610915,1359.358893,1554.863235,1783.193614,2006.454641,2342.035116,2599.828002,2464.561278,2948.870367,3257.344104,3366.858476,3378.144459,3448.540608,3302.71678,3334.105561,3555.338872,3585.326821,3644.02462,0
East Asia & Pacific,EAS,"GDP per capita, total",SP.GDP_PC.TOTL,147.2278275,147.1512052,148.5035003,161.7769083,181.6144739,197.569885,215.2237243,227.6088394,244.7940776,274.597523,315.7656789,341.9599931,414.5176881,534.4654697,602.2725957,647.0475501,699.6263842,821.2086591,1020.930517,1091.878282,1162.779795,1262.732504,1217.496184,1275.43534,1346.071957,1399.440214,1800.723736,2080.650454,2463.486963,2525.943204,2599.076772,2893.412943,3120.373899,3446.932088,3807.988629,4276.20237,4073.039839,3854.093505,3417.912699,3779.710135,4052.34295,3736.238386,3765.789314,4108.720699,4574.643969,4848.281613,5105.592291,5672.579257,6498.541916,6647.812509,7698.046294,8861.519686,9420.565321,9466.321181,9703.361305,9598.328419,9858.05378,10467.44909,11318.61567,11503.19343,0
Europe & Central Asia (excluding high income),ECA,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2425.721974,2326.446275,2475.457442,2400.137547,2200.720266,2149.443034,1842.180451,1965.615455,1982.514597,2067.197495,1914.007776,1605.472567,1794.539789,1774.522246,2031.475742,2560.577111,3392.556662,4283.110201,5242.027766,6724.552098,8301.150546,6479.036476,7794.232949,9628.080466,10206.45836,10748.22284,9910.106724,7472.89863,7058.865741,7879.815561,8031.852133,8133.256617,0
Europe & Central Asia,ECS,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,1031.573743,1100.785871,1141.464978,1251.876437,1377.621467,1544.700962,1836.994629,2318.8852,2602.027996,3015.696386,3113.07964,3497.572225,4258.907149,5160.748532,5794.810325,5123.360837,4907.531936,4733.830354,4523.256796,4653.321283,6312.716389,7752.977318,8577.960635,8642.042739,10521.0991,10799.63404,11534.02623,10555.80376,11009.90364,12690.72898,12930.3973,12248.23108,12546.64051,12390.05208,11648.0319,11762.07367,12835.19754,15585.72554,18114.93123,19229.06934,20758.62325,24167.19909,26422.94563,23145.17673,23614.22082,26118.82057,25075.8389,26079.53717,26305.76319,22554.46425,22383.02064,23629.06576,25215.30632,24744.11894,0
Ecuador,ECU,"GDP per capita, total",SP.GDP_PC.TOTL,455.4615867,375.2216258,315.6882445,368.6299561,440.5597153,455.1980787,449.9202904,459.2788814,450.9997878,527.9004425,471.6307195,440.8573691,495.535764,588.3367983,970.0114387,1105.420081,1264.912873,1493.331358,1572.40136,1821.047648,2238.214842,2660.611503,2369.950375,1988.787323,1912.431487,1891.560601,1648.015802,1464.493243,1337.889484,1390.213114,1489.529509,1622.208243,1688.505067,1727.754058,2026.112715,2132.906969,2155.51723,2356.370843,2293.889735,1578.933536,1445.279324,1894.615169,2172.101877,2425.851842,2691.278081,3002.136867,3328.882972,3567.836438,4249.019262,4231.615798,4633.590358,5200.55579,5682.045007,6056.330827,6377.07078,6124.491643,6060.093329,6213.509498,6295.93493,6183.843107,0
"Egypt, Arab Rep.",EGY,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,162.608483,168.9632242,174.8625879,180.4108757,193.5859804,233.0137163,243.8067877,257.5887293,273.6985848,244.747202,301.7493585,337.7743774,357.0779478,358.8477275,426.3464634,500.3550452,498.5591159,607.2815094,662.68726,708.1957624,792.8239454,815.2487916,778.1168274,655.0677687,725.6297363,765.6420464,651.0775817,713.4525239,777.8577091,849.4524991,965.11073,1063.333095,1208.719901,1281.39672,1343.551963,1450.476242,1378.203403,1191.103255,1102.468275,1062.158092,1186.393423,1397.435686,1667.320149,2044.525572,2331.268514,2645.973081,2791.814668,3229.689487,3262.656802,3379.553988,3562.937313,3519.876191,2444.293467,2537.125371,3019.203287,0
Euro area,EMU,"GDP per capita, total",SP.GDP_PC.TOTL,923.4252159,1005.283212,1106.571167,1230.226972,1355.994357,1468.916241,1589.450748,1714.844226,1828.765164,2027.730295,2237.323673,2521.886249,3026.077269,3903.58656,4401.811859,5077.595605,5275.330397,5976.608274,7289.06873,8793.515455,9806.335691,8489.923466,8197.406855,7981.068961,7642.635501,7836.791595,10971.14858,13532.31581,14833.21119,15086.96853,18900.40829,19541.73645,21455.45532,19556.62584,20587.02251,23697.85512,23916.59714,21810.61479,22380.80613,22213.18453,20165.83377,20432.47075,22109.1942,27134.89066,30948.86009,31936.02126,33767.3934,38667.02827,42178.18143,38423.68143,37568.77714,40615.39115,37600.04256,39105.29905,39858.51041,34370.83767,35147.84535,37140.53935,40038.53744,38984.79201,0
Eritrea,ERI,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.3317226,208.9999468,239.668735,262.2311296,315.7511137,312.726247,337.8876643,307.9108725,308.1337836,316.82382,293.9557909,334.5854429,407.7699764,388.5951227,415.0365996,439.8326905,450.6328403,595.1099871,501.3556332,642.5076591,0,0,0,0,0,0,0,0,0
Spain,ESP,"GDP per capita, total",SP.GDP_PC.TOTL,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1212.289326,1362.165524,1708.808629,2247.553377,2749.924663,3209.836148,3279.307557,3627.583074,4356.447697,5770.2158,6208.582742,5371.16931,5159.715108,4478.495423,4489.991277,4699.643707,6513.501337,8239.615467,9703.113264,10681.96974,13804.8873,14811.89834,16112.18845,13339.91781,13415.29624,15471.9622,16109.08459,14730.79037,15394.35557,15715.32831,14713.07437,15355.70804,17025.52436,21463.4403,24861.20429,26419.39626,28365.22629,32549.9461,35366.15422,32042.39869,30502.67604,31636.38589,28324.42739,29059.60301,29461.57519,25732.03408,26505.42889,28170.18333,30389.27894,29600.36711,0
